gtin,pname,vname,vlocation
851866137177,"Smoke Dola -Yellow",DMP5722-Y.mp4,/media/pi/VIDEOS/videos
851866135470,"Strobe Rockets",DMP1543.mp4,/media/pi/VIDEOS/videos
851866136460,"Supernova Ring",DMP5721.mp4,/media/pi/VIDEOS/videos
851866138600,"Ultimate Crackle Finale",DMP5506.mp4,/media/pi/VIDEOS/videos
851866138617,"Ultimate Crackle Finale",DMP5506.mp4,/media/pi/VIDEOS/videos
851866138624,"Ultimate Crackle Finale",DMP5506.mp4,/media/pi/VIDEOS/videos
851866132912,"XL Crackle- 90 seconds",DMP7025.mp4,/media/pi/VIDEOS/videos
851866127727,"Blaze it",PH2109.mp4,/media/pi/VIDEOS/videos
851866131953,"Keep On Rollin",PH5449.mp4,/media/pi/VIDEOS/videos
851866128038,"Strawberry Diesel",PH5523.mp4,/media/pi/VIDEOS/videos
851866133469,"Weed The People",PH5068.mp4,/media/pi/VIDEOS/videos
851866136873,"LIL' SWORD",PP7046.mp4,/media/pi/VIDEOS/videos
851866136880,"LIL' SWORD",PP7046.mp4,/media/pi/VIDEOS/videos
851866133261,"Packs A Punch",PP111.mp4,/media/pi/VIDEOS/videos
851866133278,"Packs A Punch",PP111.mp4,/media/pi/VIDEOS/videos
851866133285,"Packs A Punch",PP111.mp4,/media/pi/VIDEOS/videos
851866133292,"Packs A Punch",PP111.mp4,/media/pi/VIDEOS/videos
851866133308,"Packs A Punch",PP111.mp4,/media/pi/VIDEOS/videos
851866133315,"Packs A Punch",PP111.mp4,/media/pi/VIDEOS/videos
851866135623,"Poly Pack - Whistling Cylinder Artillery Shell",PP-W516C-V.mp4,/media/pi/VIDEOS/videos
851866112938,"Pyro Packed 4in Canister Shootin Shells",PP343.mp4,/media/pi/VIDEOS/videos
757201471374,"Benjamin Franklin","Founding Fathers - Benjamin Franklin - 16 Shots-360p.mkv",/media/pi/VIDEOS/videos
757201271370,"George Washington","Founding Fathers - George Washington - 16 Shots-480p.mkv",/media/pi/VIDEOS/videos
757201371377,"John Adams","Founding Fathers - John Adams - 16 Shots-480p.mkv",/media/pi/VIDEOS/videos
757201171373,"Thomas Jefferson","Founding Fathers - Thomas Jefferson - 16 Shots-480p.mkv",/media/pi/VIDEOS/videos
757201070102,"6-Banger - 6 Shot","6 Banger by Hot Shot - 350G-1080p.mkv",/media/pi/VIDEOS/videos
757201070157,"Amazing Grace - 25 SHOT","Amazing Grace by Hot Shot - 500 Gram-720p.mkv",/media/pi/VIDEOS/videos
757201070508,"BIG GAME -168 Shot","Big Game - 168 Shots-480p.mkv",/media/pi/VIDEOS/videos
757201070423,"Blizzard Warning - 42 Shot","Blizzard Warning -500 Gram-1080p.mkv",/media/pi/VIDEOS/videos
75720107013,"Blonde Bomber - 37 Shot","Blonde Bomber by Hot Shot (2021) - 350 Gram-1080p.mkv",/media/pi/VIDEOS/videos
757201070720,"Bold Stripes & Bright Stars - 25 Shot","Bold Stripes and Bright Stars by Hot Shot - 500 Gram-480p.mkv",/media/pi/VIDEOS/videos
757201070706,"CHRISTMAS IN JULY - 16 Shot","Christmas in July by Bullseye - 500 Gram-720p.mkv",/media/pi/VIDEOS/videos
757201070805,"Custer's Last Stand - 177 Shot","Custers Last Stand by Hot Shot - 500G-360p.mkv",/media/pi/VIDEOS/videos
757201471022,"Day of the Lord - 49 Shot","Day of the Lord by Hot Shot - 500 Gram-720p.mkv",/media/pi/VIDEOS/videos
757201071000,"Diamonds Are A Girls Best Friend - 16 Shot","Diamonds are a Girl_s Best Friend - 16 Shots-480p.mkv",/media/pi/VIDEOS/videos
757201071154,"Eternal Value - 64 Shot","Eternal Value by Hot Shot - 500 Gram-1080p60.mkv",/media/pi/VIDEOS/videos
757201071239,"Eternity 2 Minute  - 63 Shot","Eternity 2 Minute by Hot Shot - 500 Gram-360p.mkv",/media/pi/VIDEOS/videos
757201071253,"Fear of the Lord - 168 Shot","Fear of the Lord by Hot Shot - 500 Gram Zipper-360p.mkv",/media/pi/VIDEOS/videos
757201071390,"Genesis - 7 Shot","Genesis by Hot Shot - 350 Gram-480p.mkv",/media/pi/VIDEOS/videos
757201071406,"Genetic Giant -12 Shot","Genetic Giant - 12 Shots-480p.mkv",/media/pi/VIDEOS/videos
757201071703,"Golden Rule - 12 Shot","Golden Rule by Hot Shot - 350 Gram-360p.mkv",/media/pi/VIDEOS/videos
757201071802,"Grand Old Flag - 28 Shot","Grand Old Flag by Hot Shot - 500 Gram-1080p.mkv",/media/pi/VIDEOS/videos
757201071826,"Grand Slam - 20 Shot","Grand Slam -500 Gram-1080p60.mkv",/media/pi/VIDEOS/videos
757201072182,"It is Finished - 38 Shot","It Is Finished! by Hot Shot - 500 Gram-1080p60.mkv",/media/pi/VIDEOS/videos
757201072212,"LET 'ER BUCK - 58 Shot","Let _er Buck by Hot Shot - 500 Gram-1080p.mkv",/media/pi/VIDEOS/videos
757201072304,"MAJESTIC - 54 Shot","Majestic by Hot Shot - 500 Gram-1080p.mkv",/media/pi/VIDEOS/videos
757201072571,"NON-TYPICAL - 25 Shot","Non Typical by Hot Shot - 350 Gram-1080p.mkv",/media/pi/VIDEOS/videos
757201073004,"PYROCHROMATIC - 30 Shot","Pyrochromatic by Bullseye - 350 Gram-1080p.mkv",/media/pi/VIDEOS/videos
757201073172,"Right to Bear Arms - 30  Shot","Right to Bear Arms -500 Gram-360p.mkv",/media/pi/VIDEOS/videos
757201073202,"ROUNDUP READY - 16 Shot","Roundup Ready - 9 Shots-480p.mkv",/media/pi/VIDEOS/videos
757201073226,"SALVATION - 20 Shot","Salvation by Hot Shot - 350 Gram - New for 2025-1080p.mkv",/media/pi/VIDEOS/videos
757201073356,"Streets of Gold - 9 Shot","Streets of Gold by Hot Shot - 3 Rack-1080p.mkv",/media/pi/VIDEOS/videos
757201073752,"Uff Da - 16 Shot","Uff Da -500 Gram-360p.mkv",/media/pi/VIDEOS/videos
757201073721,"VACATION TIME - 39 Shot","Vacation Time by Bullseye - 500 Gram-720p.mkv",/media/pi/VIDEOS/videos
757201073905,"Willow Wonder  - 24 Shot","Willow Wonder by Hot Shot - 500 Gram-1080p.mkv",/media/pi/VIDEOS/videos
757201073851,"Ya Big Moose - 9 Shot","Ya Big Moose by Hot Shot   NOAB-720p.mkv",/media/pi/VIDEOS/videos
757201070478,"YOU BETCHA! - 20 Shot","You Betcha by Bullseye - 500 Gram-1080p.mkv",/media/pi/VIDEOS/videos
705108900442,MAGA,"MAGA P0044 WINDA FIREWORKS 2026 NEW ASSORTMENT.mp4",/media/pi/VIDEOS/videos
705108203109,"GHOST STROBING ROCKET","GHOST STROBING ROCKET P2031 WINDA FIREWORKS 2026 NEW ITEMS.mp4",/media/pi/VIDEOS/videos
705108323500,"YOUNG MAN","YOUNG MAN P3235 WINDA FIREWORKS 2026 NEW ITEMS.mp4",/media/pi/VIDEOS/videos
705108323609,"POTATO CHIPS MIX","POTATO CHIPS MIX-FLAMIN HOT FLAVORED P3236A WINDA FIREWORKS 2026 NEW ITEMS.mp4",/media/pi/VIDEOS/videos
705108323708,"SNAIL IT","SNAIL IT P3237 WINDA FIREWORKS 2026 NEW ITEMS.mp4",/media/pi/VIDEOS/videos
705108323807,"FLAVOR POPS","FLAVOR POPS P3238 WINDA FIREWORKS 2026 NEW ITEMS.mp4",/media/pi/VIDEOS/videos
705108324002,"JUNGLE JIM","JUNGLE JIM P3240 WINDA FIREWORKS 2026 NEW ITEMS.mp4",/media/pi/VIDEOS/videos
705108509102,SHARKBITE,"SHARKBITE P5091 WINDA FIREWORKS 2026 NEW ITEMS.mp4",/media/pi/VIDEOS/videos
705108509201,"AMERICAN ARRIVAL","AMERICAN ARRIVAL P5092 WINDA FIREWORKS 2026 NEW ITEMS.mp4",/media/pi/VIDEOS/videos
705108522002,"SKEE BALL 15'S","SKEE BALL P5220 WINDA FIREWORKS 2026 NEW ITEMS.mp4",/media/pi/VIDEOS/videos
705108522101,"BLUEEEE 17'S","BLUEEEE P5221 WINDA FIREWORKS 2026 NEW ITEMS.mp4",/media/pi/VIDEOS/videos
705108522200,"DOPE 16'S","DOPE P5222 WINDA FIREWORKS 2026 NEW ITEMS.mp4",/media/pi/VIDEOS/videos
705108522309,"PIG & WHISTLE 18'S","PIG  WHISTLE P5223 WINDA FIREWORKS 2026 NEW ITEMS.mp4",/media/pi/VIDEOS/videos
705108522408,"ROBO BEE 10'S","ROBO BEE P5224 WINDA FIREWORKS 2026 NEW ITEMS.mp4",/media/pi/VIDEOS/videos
705108522507,"DIE HARD 10'S","DIE HARD P5225 WINDA FIREWORKS 2026 NEW ITEMS.mp4",/media/pi/VIDEOS/videos
705108522606,"TEQUILA MOCKINGBIRD 7'S","TEQUILA MOCKINGBIRD P5226 WINDA FIREWORKS 2026 NEW ITEMS.mp4",/media/pi/VIDEOS/videos
705108522705,"OCCUPY BARS 19'S","OCCUPY BARS P5227 WINDA FIREWORKS 2026 NEW ITEMS.mp4",/media/pi/VIDEOS/videos
705108522804,"ZOMBIE BUS 16'S","ZOMBIE BUS P5228 WINDA FIREWORKS 2026 NEW ITEMS.mp4",/media/pi/VIDEOS/videos
705108522903,"MAGA 250","MAGA 250 P5229 WINDA FIREWORKS 2026 NEW ITEMS.mp4",/media/pi/VIDEOS/videos
705108559909,"BORN LEADERS 757'S","BORN LEADERS P5599 WINDA FIREWORKS 2026 NEW ITEMS.mp4",/media/pi/VIDEOS/videos
705108559916,"BORN LEADERS 757'S","BORN LEADERS P5599 WINDA FIREWORKS 2026 NEW ITEMS.mp4",/media/pi/VIDEOS/videos
705108559923,"BORN LEADERS 757'S","BORN LEADERS P5599 WINDA FIREWORKS 2026 NEW ITEMS.mp4",/media/pi/VIDEOS/videos
705108560004,"FIGHT FIGHT FIGHT","TRUMP TRAIN P5600 WINDA FIREWORKS 2026 NEW ITEMS.mp4",/media/pi/VIDEOS/videos
705108560011,"TAKE OUT THE TRASH","TRUMP TRAIN P5600 WINDA FIREWORKS 2026 NEW ITEMS.mp4",/media/pi/VIDEOS/videos
705108560028,"DRILL BABY DRILL","TRUMP TRAIN P5600 WINDA FIREWORKS 2026 NEW ITEMS.mp4",/media/pi/VIDEOS/videos
705108560035,"TOO BIG TO RIG","TRUMP TRAIN P5600 WINDA FIREWORKS 2026 NEW ITEMS.mp4",/media/pi/VIDEOS/videos
705108560103,"GHOST FLEET 9'S","GHOST FLEET P5601 WINDA FIREWORKS 2026 NEW ITEMS.mp4",/media/pi/VIDEOS/videos
705108560202,"DRIPPING DONUT 33'S","DRIPPING DONUT P5602 WINDA FIREWORKS 2026 NEW ITEMS.mp4",/media/pi/VIDEOS/videos
705108560301,"COUNTRY ROOTS 25'S","COUNTRY ROOTS P5603 WINDA FIREWORKS 2026 NEW ITEMS.mp4",/media/pi/VIDEOS/videos
705108560509,"BIG MAMA 49'S","BIG MAMA P5605 WINDA FIREWORKS 2026 NEW ITEMS.mp4",/media/pi/VIDEOS/videos
705108560608,"101ST AIRBORNE 101'S","101ST AIRBORNE P5606 WINDA FIREWORKS 2026 NEW ITEMS.mp4",/media/pi/VIDEOS/videos
705108560707,"POPPIN' PINEAPPLE 27'S","POPPIN PINEAPPLE P5607 WINDA FIREWORKS 2026 NEW ITEMS.mp4",/media/pi/VIDEOS/videos
705108560806,"BULLDOG BASH 34'S","BULLDOG BASH P5608 WINDA FIREWORKS 2026 NEW ITEMS.mp4",/media/pi/VIDEOS/videos
705108560905,"BEERS & CHEERS 25'S","BEERS  CHEERS P5609 WINDA FIREWORKS 2026 NEW ITEMS.mp4",/media/pi/VIDEOS/videos
705108561001,"FIERCE ROYALTY 61'S","FIERCE ROYALTY P5610 WINDA FIREWORKS 2026 NEW ITEMS.mp4",/media/pi/VIDEOS/videos
705108561100,"TITAN STRONG 30'S","TITAN STRONG P5611 WINDA FIREWORKS 2026 NEW ITEMS.mp4",/media/pi/VIDEOS/videos
705108561209,"BASS ASSASSIN 44'S","BASS ASSASSIN P5612 WINDA FIREWORKS 2026 NEW ITEMS.mp4",/media/pi/VIDEOS/videos
705108561308,"USS HORNET 89'S","USS HORNET P5613 WINDA FIREWORKS 2026 NEW ITEMS.mp4",/media/pi/VIDEOS/videos
705108561407,"250 PARATROOPERS","250 PARATROOPERS P5614 WINDA FIREWORKS 2026 NEW ITEMS.mp4",/media/pi/VIDEOS/videos
705108561506,"SMOKE MASTER 30'S","SMOKE MASTER P5615 WINDA FIREWORKS 2026 NEW ITEMS.mp4",/media/pi/VIDEOS/videos
705108561605,"THE AMERICAN WAY 90'S","THE AMERICAN WAY P5616 WINDA FIREWORKS 2026 NEW ITEMS.mp4",/media/pi/VIDEOS/videos
705108604500,"PYRO FISHING","PYRO FISHING P6045 WINDA FIREWORKS 2026 NEW ITEMS.mp4",/media/pi/VIDEOS/videos
705108604609,"LITTLE DWARFS","LITTLE DWARFS P6046 WINDA FIREWORKS 2026 NEW ITEMS.mp4",/media/pi/VIDEOS/videos
705108604708,"CRAZY CARS","CRAZY CARS P6047 WINDA FIREWORKS 2026 NEW ITEMS.mp4",/media/pi/VIDEOS/videos
705108604807,"MONSTER RADISH","MONSTER RADISH P6048 WINDA FIREWORKS 2026 NEW ITEMS.mp4",/media/pi/VIDEOS/videos
705108805709,"RAISE THE DEAD(7 INCH)","P8057 RAISE THE DEAD 7 INCH WINDA FIREWORKS 2026 NEW ITEMS.mp4",/media/pi/VIDEOS/videos
702367266357,"Awesome Sauce","AWESOME SAUCE 18 SHOT - EPIC FIREWORKS - EP259.mp4",/media/pi/VIDEOS/videos
698781948460,"Get Outta Jail","GET OUTTA JAIL 15 SHOT - EPIC FIREWORKS - EP5007.mp4",/media/pi/VIDEOS/videos
698781996393,"Grave Swarm","GREAT GRIZZLY  GRAVE SWARM  78 SHOT BY HOT  500 GRAM CAKES.mp4",/media/pi/VIDEOS/videos
037226750921,"Taste the rainbow mini","GREAT GRIZZLY  TASTE THE RAINBOW MINI 25 SHOT.mp4",/media/pi/VIDEOS/videos
037226816511,Fight,"GREAT GRIZZLY  FIGHT 8 SHOT  AERIAL REPEATERS.mp4",/media/pi/VIDEOS/videos
037226816290,"Paradise City","GREAT GRIZZLY  PARADISE CITY 41 SHOT BY GREAT GRIZZLY  FINALE REPEATER.mp4",/media/pi/VIDEOS/videos
037226816368,"Ring of Fire","GREAT GRIZZLY  RING OF FIRE 49 SHOT  500 GRAM CAKES.mp4",/media/pi/VIDEOS/videos
037226816436,Turbo,"GREAT GRIZZLY  TURBO 12 SHOT  AERIAL REPEATERS.mp4",/media/pi/VIDEOS/videos
849107016800,"Smash Hit","M1680  Smash Hit.mp4",/media/pi/VIDEOS/videos
757202420173,"Martian Madness","Martian Madnes - Monkey Mania.mp4",/media/pi/VIDEOS/videos
757205302179,"Captain Raccoon","Captain Raccoon - Raccoon.mp4",/media/pi/VIDEOS/videos
757202251029,"Howling Nishiki","Howling Nishiki Raccoon.mp4",/media/pi/VIDEOS/videos
757200645011,"RDX Explosion","RDX Raccoon.mp4",/media/pi/VIDEOS/videos
851866108085,"Epic Black Box Artillery 6 Shell","EPIC BLACK BOX ARTILLERY 6 SHELL - EPIC FIREWORKS - EPW515S.mp4",/media/pi/VIDEOS/videos
702367266326,"Invictus 24 shell","INVICTUS - EPIC FIREWORKS - EP014.mp4",/media/pi/VIDEOS/videos
702367264674,"Obsidian Shells 24 shell","OBSIDIAN - EPIC FIREWORKS - EP2012ABCD.mp4",/media/pi/VIDEOS/videos
757201306065,"Holy Waterfall 5-inch 12 shell","NISHIKI KNIGHTS - EPIC FIREWORKS - EP322.mp4",/media/pi/VIDEOS/videos
851866125419,"Nishiki Knights 5-inch 6 shell","NISHIKI KNIGHTS - EPIC FIREWORKS - EP322.mp4",/media/pi/VIDEOS/videos
702367266333,"BFD 6-inch 24 shell","BFD - EPIC FIREWORKS - EP101.mp4",/media/pi/VIDEOS/videos
702367264698,"Dark Prince 6-inch 24 shell","DARK PRINCE - EPIC FIREWORKS - EP100.mp4",/media/pi/VIDEOS/videos
698781750049,"EDXplosion Preload 6 tube","EDXPLOSION - EPIC FIREWORKS - EP2505.mp4",/media/pi/VIDEOS/videos
887946031059,"2 Color Space Ship","2 COLR SPACE SHIP - TOP GUN FIREWORKS - TGW538A.mp4",/media/pi/VIDEOS/videos
695071412700,"Flying Weiner","FLYING WIENER - SUNWING FIREWORKS - SWG2094.mp4",/media/pi/VIDEOS/videos
393936960938,"Epic Force 27 shot","EPIC FORCE 27 SHOT - EPIC FIREWORKS - EP2098.mp4",/media/pi/VIDEOS/videos
695071404040,"Happy Fish 16 shot","HAPPY FISH 16 SHOT - SUNWING FIREWORKS - SWC2231.mp4",/media/pi/VIDEOS/videos
698781884812,"Honcho 26 sHot","HONCHO 26 SHOT - EPIC FIREWORKS - EP1198.mp4",/media/pi/VIDEOS/videos
698781837030,"Lone Outlaw 16 shot","LONE OUTLAW 16 SHOT - EPIC FIREWORKS - EP2503.mp4",/media/pi/VIDEOS/videos
849107016794,"Pop Rox 16 shot","POP ROX 16 SHOT - EPIC FIREWORKS - EP1679.mp4",/media/pi/VIDEOS/videos
849107094440,"Pyro Nirvana 81 shot","PYRO NIRVANA 81 SHOT - MAG VALUE FIREWORKS - C065.mp4",/media/pi/VIDEOS/videos
698781664322,"Roarin Rasta 25 shot","ROARIN RASTA 25 SHOT - EPIC FIREWORKS - EP1196.mp4",/media/pi/VIDEOS/videos
698781973394,"Sneaky Sloth 16 shot","SNEAKY SLOTH 16 SHOT - HOT FIREWORKS - HOT2501.mp4",/media/pi/VIDEOS/videos
849107094464,"Spy Games 5-pack","SPY GAMES 7 SHOT - MAG VALUE FIREWORKS - C062.mp4",/media/pi/VIDEOS/videos
698781966235,"Beat Drop 44 shot","BEAT DROP 44 SHOT - EPIC FIREWORKS - EP2523.mp4",/media/pi/VIDEOS/videos
887946006842,"Bombing Spree 25 shot","BOMBING SPREE 25 SHOT - IRON MAN FIREWORKS - IMA219.mp4",/media/pi/VIDEOS/videos
698781981702,"Brain Drain 25 shot","BRAIN DRAIN 25 SHOT - HOT FIREWORKS - FCC1944.mp4",/media/pi/VIDEOS/videos
702367266425,"Dragon Tails 25 shot","DRAGON TAILS 25 SHOT - EPIC FIREWORKS - EP266.mp4",/media/pi/VIDEOS/videos
702367266364,"Epic Merica 25 shot","EPIC MERICA - EPIC FIREWORKS - EP238.mp4",/media/pi/VIDEOS/videos
698781571415,"Final Siege 26 shot","FINAL SIEGE 26 SHOT - EPIC FIREWORKS - EP2527.mp4",/media/pi/VIDEOS/videos
698781759318,"Forbidden Island 30 shot","FORBIDDEN ISLAND 30 SHOT - EPIC FIREWORKS - EP2531.mp4",/media/pi/VIDEOS/videos
698781672358,"Hyper Space 17 shot","HYPER SPACE 17 SHOT - EPIC FIREWORKS - EP1788.mp4",/media/pi/VIDEOS/videos
698781753637,"King Kaboom 19 shot","KING KABOOM 19 SHOT - EPIC FIREWORKS - EP1796.mp4",/media/pi/VIDEOS/videos
698781914335,"Mr. Nice Guy 42 shot","MR NICE GUY 42 SHOT - EPIC FIREWORKS - EP1914.mp4",/media/pi/VIDEOS/videos
702367266371,"Nite Terrors 13 shot","NITE TERRORS 13 SHOT - EPIC FIREWORKS - EP250.mp4",/media/pi/VIDEOS/videos
702367266418,"Outlaw 12 shot","OUTLAW 12 SHOT - EPIC FIREWORKS - EP231.mp4",/media/pi/VIDEOS/videos
702367266395,"Rebel 25 shot","REBEL 25 SHOT - EPIC FIREWORKS - EP260.mp4",/media/pi/VIDEOS/videos
851476107010,"Serenity 24 shot","SERENITY 24 SHOT - EPIC FIREWORKS - EP1717.mp4",/media/pi/VIDEOS/videos
702367266432,"Sky Fry 30 shot","SKY FRY 30 SHOT - EPIC FIREWORKS - EP267.mp4",/media/pi/VIDEOS/videos
698781886823,"Skys the Limit 18 shot","SKYS THE LIMIT - EPIC FIREWORKS - EP2524.mp4",/media/pi/VIDEOS/videos
698781849507,"Tank Tread 100 shot","TANK TREAD 100 SHOT - EPIC FIREWORKS -  EP2433A.mp4",/media/pi/VIDEOS/videos
698781816578,"Teddy Sematary 38 shot","TEDDY SEMATARY 38 SHOT - EPIC FIREWORKS - EP1795.mp4",/media/pi/VIDEOS/videos
698781914601,"Theyre Here 25 shot","THEYRE HERE 25 SHOT - EPIC FIREWORKS - EP2525.mp4",/media/pi/VIDEOS/videos
698781614075,"Wipeout 22 shot","WIPEOUT 22 SHOT - EPIC FIREWORKS - EP2444.mp4",/media/pi/VIDEOS/videos
851476106815,"Loud N Proud 9 shot","LOUD N PROUD 9 SHOT - HOT FIREWORKS - FCC1833.mp4",/media/pi/VIDEOS/videos
695071412311,"Neon Vision 100 shot","NEON VISION 100 SHOT - SUNGWING FIREWORKS - SWC2531.mp4",/media/pi/VIDEOS/videos
702367266401,"Rip a Big One 132 shot","RIP A BIG ONE 132 SHOT - EPIC FIREWORKS - EP2630.mp4",/media/pi/VIDEOS/videos
851866103837,"The Big Show 205 shot","THE BIG SHOW 205 SHOT - EPIC FIREWORKS - EP599.mp4",/media/pi/VIDEOS/videos
851476109007,"Unrivaled 110 shot","UNRIVALED 110 SHOT - EPIC FIREWORKS - EP1489.mp4",/media/pi/VIDEOS/videos
698781635940,"Zombie Bite 135 shot","ZOMBIE BITE 135 SHOT - EPIC FIREWORKS - EP2446.mp4",/media/pi/VIDEOS/videos
849107030745,"Day of Reckoning 4-pack","DAY OF RECKONING ASSORTMENT - MAGNUS FIREWORKS - M3074.mp4",/media/pi/VIDEOS/videos
851866134350,"Mixed to the Max 4-pack","MIXED TO THE MAX - MX PYRO - MX5797.mp4",/media/pi/VIDEOS/videos
695071603702,"The Beastly Dreadfuls 3-pack","THE BEASTLY DREADFULS 48 SHOT - EPIC FIREWORKS - EP2538.mp4",/media/pi/VIDEOS/videos
851476105634,"Airborne Action Figure","AIRBORNE ACTION FIGURE - EPIC FIREWORKS - EP8001.mp4",/media/pi/VIDEOS/videos
698781896655,"Prin-SASS Parachute","PRIN-SASS PARACHUTE EPIC FIREWORKS EP8002.mp4",/media/pi/VIDEOS/videos
887946071260,"Assorted Rockets","ASSORTED ROCKET - TOP GUN FIREWORKS - TGT0500.mp4",/media/pi/VIDEOS/videos
698781887318,"Cosmic Cruisers","COSMIC CRUISERS - HOT FIREWORKS - FCC7017.mp4",/media/pi/VIDEOS/videos
887946071703,"Moon Travellers","MOON TRAVELERS - TOPGUN FIREWORKS - TG0440S.mp4",/media/pi/VIDEOS/videos
695071403463,"Crackling Popper 10 ball 4-pack","CRACKLING POPPERS 10 BALL 4-PACK - SUNWING FIREWORKS - SWR2019D.mp4",/media/pi/VIDEOS/videos
851866103424,"Epic Roman Candle Poly Pack 24-pack","EPIC ROMAN CANDLE POLY PACK 24-PACK - EPIC FIREWORKS - EP467.mp4",/media/pi/VIDEOS/videos
851866102946,"Trebuchet 5 ball 8-pack w/ tube","TREBUCHET 5 BALL - EPIC FIREWORKS - EP360.mp4",/media/pi/VIDEOS/videos
695071585541,"Giant Crackling Ball","GIANT CRACKLING BALL - SUNWING FIREWORKS - SW320.mp4",/media/pi/VIDEOS/videos
849107090084,"Super Charge Crackers","SUPER CHARGE CRACKER - MAGNUS FIREWORKS - M9008.mp4",/media/pi/VIDEOS/videos
849107050613,"3 Minute Madness","3 MINUTE MADNESS - MAGNUS FIREWORKS - M5061.mp4",/media/pi/VIDEOS/videos
849107050552,Ameri-CAW,"AMERI CAW - MAGNUS FIREWORKS - M5055.mp4",/media/pi/VIDEOS/videos
695071412748,"Blue Berry Icee","BLUEBERRY ICEE - SUNWING FIREWORKS - SWF2091.mp4",/media/pi/VIDEOS/videos
851866099703,Bubbler,"BUBBLER - EPIC FIREWORKS - EP262.mp4",/media/pi/VIDEOS/videos
698781713624,"Behemoth Burger","BEHEMOTH BURGER - HOT FIREWORKS - HOT2575.mp4",/media/pi/VIDEOS/videos
695071412731,"Cherry Slushy","CHERRY SLUSHY - SUNWING FIREWORKS - SWF2090.mp4",/media/pi/VIDEOS/videos
698781635933,"Count Down","COUNT DOWN - HOT FIREWORKS - FCC3115.mp4",/media/pi/VIDEOS/videos
698781953396,Dave,"DAVE FOUNTAIN - HOT FIREWORKS - HOT2591.mp4",/media/pi/VIDEOS/videos
887946042994,"Dizzy Turtle","DIZZY TURTLE - IRON MAN FIREWORKS - IM4132.mp4",/media/pi/VIDEOS/videos
695071412724,"Grimace Shake","GRIMACE SHAKE - SUNWING FIREWORKS - SWF2089.mp4",/media/pi/VIDEOS/videos
757202120035,"Rock On","ROCK ON - MONKEY MANIA FIREWORKS - MMF2003.mp4",/media/pi/VIDEOS/videos
757202418385,Sharkpedo,"SHARKPEDO - MONKEY MANIA FIREWORKS -  MMF1838.mp4",/media/pi/VIDEOS/videos
757202120042,"Slam Dunk","SLAM DUNK - MONKEY MANIA FIREWORKS -  MMF2004.mp4",/media/pi/VIDEOS/videos
300000303010,"Witch Craft","WITCH CRAFT - HOP KEE FIREWORKS - FB303.mp4",/media/pi/VIDEOS/videos
851866089469,"Boiling Point","BOILING POINT - EPIC FIREWORKS - EP212.mp4",/media/pi/VIDEOS/videos
698781515358,"Dragons Wrath","DRAGONS WRATH - HOT FIREWORKS - HOT2599.mp4",/media/pi/VIDEOS/videos
887946052092,"American Highway","AMERICAN HIGHWAYS - TOPGUN FIREWORKS - TG5156.mp4",/media/pi/VIDEOS/videos
851866101321,"Dirty Dog 2-pack","DIRTY DOG - DOMINATOR FIREWORKS - DM969.mp4",/media/pi/VIDEOS/videos
887946050890,"Frog Prince","FROG PRINCE  - TOPGUN FIREWORKS - TG5113.mp4",/media/pi/VIDEOS/videos
85147610857,"Galaxy Bombs","GALAXY BOMBS - HOT FIREWORKS - FCC9069.mp4",/media/pi/VIDEOS/videos
698781960967,"Neon Smoke Balls (box)","EPIC NEON SMOKE BALLS - EPIC FIREWORKS - EP9068.mp4",/media/pi/VIDEOS/videos
698781542729,"Neon Smoke Sticks","NEON SMOKE STICKS - HOT FIREWORKS - FCC9067.mp4",/media/pi/VIDEOS/videos
698781930106,"Cosmic Claw","COSMIC CLAW - HOT FIREWORKS - HOT2567.mp4",/media/pi/VIDEOS/videos
698781829462,"Ten Spot 10 Minute Smoke","TEN SPOT - HOT FIREWORKS - FCC9077.mp4",/media/pi/VIDEOS/videos
851476104354,"White Smoke 5 Minute","5 MIN WHITE SMOKE - HOT FIREWORKS - FCC9012C.mp4",/media/pi/VIDEOS/videos
851476103555,"Mega Fortune Wheel","MEGA FORTUNE WHEEL - HOT FIREWORKS - FCC9015.mp4",/media/pi/VIDEOS/videos
698781623954,"Best on the Block 23 shot","Best on the Block - 500 Gram.mp4",/media/pi/VIDEOS/videos
851476108857,"Galaxy Bombs","GALAXY BOMBS - HOT FIREWORKS - FCC9069.mp4",/media/pi/VIDEOS/videos
698781842607,"Neon Smoke Power","Neon Smoke Power Blue and Green NEON SMOKE POWER BLUE AND GREEN - HOT FIREWORKS - FCC9081.mp4",/media/pi/VIDEOS/videos
754471294115,"mini_12_shot_artillery.mp4 (1080p)","mini_12_shot_artillery.mp4 (1080p).mp4",/media/pi/VIDEOS/videos
754471294214,"red_rascals (1080p)","red_rascals (1080p).mp4",/media/pi/VIDEOS/videos
754471569015,"Big Bad Bangers","Big Bad Bangers.mp4",/media/pi/VIDEOS/videos
754471294412,"Lock And Load","Lock And Load.mp4",/media/pi/VIDEOS/videos
754471579816,"Night Reaper","Night Reaper.mp4",/media/pi/VIDEOS/videos
754471585718,"Triple Feature","Triple Feature.mp4",/media/pi/VIDEOS/videos
755471587610,"high_plains_blaster (1080p)","high_plains_blaster (1080p).mp4",/media/pi/VIDEOS/videos
754471587811,"sweet_liberty (1080p)","sweet_liberty (1080p).mp4",/media/pi/VIDEOS/videos
